names,cusine,price,reviews_count,rating,address,url
Sticks'n'Sushi Covent Garden,Sushi restaurant,£££,"2,380 reviews",4.5,,"https://www.google.com/maps/place/Sticks'n'Sushi+Covent+Garden/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc74bb24db:0x70a27a595470a814!8m2!3d51.5110276!4d-0.1236169!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQc3VzaGlfcmVzdGF1cmFudA"
VietCafe Haymarket,Vietnamese restaurant,££,347 reviews,4.2,"23 Haymarket, London SW1Y 4DG","https://www.google.com/maps/place/VietCafe+Haymarket/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d1827e5045:0xe6c8976c955d5f9c!8m2!3d51.5091927!4d-0.132103!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEVdmlldG5hbWVzZV9yZXN0YXVyYW50"
Winter Garden Restaurant,Fine dining restaurant,££,409 reviews,4.6,"The Landmark London, 222 Marylebone Rd, London NW1 6JQ","https://www.google.com/maps/place/Winter+Garden+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761ac9e7dc5e8d:0xff665ab5e7977fee!8m2!3d51.5215335!4d-0.1622065!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEWZmluZV9kaW5pbmdfcmVzdGF1cmFudA"
Cote - St Martin's Lane,French restaurant,££,"1,301 reviews",4.3,,"https://www.google.com/maps/place/Cote+-+St+Martin's+Lane/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdc9ad66f5:0x59b01a88a5ac2134!8m2!3d51.5107161!4d-0.1268411!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERZnJlbmNoX3Jlc3RhdXJhbnQ"
BAO Soho,Taiwanese restaurant,££,"2,036 reviews",4.3,"53 Lexington St, Carnaby, London W1F 9AS","https://www.google.com/maps/place/DUCKSOUP/@51.5108489,-0.1453714,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604d31e133b33:0x63e1f809f021c29d!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETZWNsZWN0aWNfcmVzdGF1cmFudA"
DUCKSOUP,Eclectic restaurant,££,472 reviews,4.4,,"https://www.google.com/maps/place/DUCKSOUP/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d31e133b33:0x63e1f809f021c29d!8m2!3d51.5133101!4d-0.132151!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETZWNsZWN0aWNfcmVzdGF1cmFudA"
The Port House,Tapas restaurant,££,909 reviews,4.6,"417 Strand, London WC2R 0PD","https://www.google.com/maps/place/The+Port+House/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cbf8af4a8b:0xecbaee9d7e4920e1!8m2!3d51.5099302!4d-0.1231113!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQdGFwYXNfcmVzdGF1cmFudA"
Big Easy Bar BQ & Crabshack,American restaurant,££,"3,534 reviews",4.1,"12 Maiden Ln, London WC2E 7NA","https://www.google.com/maps/place/Big+Easy+Bar+BQ+%26+Crabshack/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604cbf40186d5:0xc6e756f225b527f6!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cbf3db9b87:0x4908a6a2b885ca23!8m2!3d51.5106786!4d-0.1229818!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETYW1lcmljYW5fcmVzdGF1cmFudA"
Paradise Soho,Sri Lankan restaurant,Not Available,196 reviews,4.4,,"https://www.google.com/maps/place/Paradise+Soho/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605fd6757237b:0x5a1cb37cd852e238!8m2!3d51.5121646!4d-0.1337911!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEVc3JpX2xhbmthbl9yZXN0YXVyYW50"
Haidilao Hot Pot,Hot pot restaurant,££,"1,153 reviews",4.4,"Unit 4/5 Coventry St, London W1D 7DH","https://www.google.com/maps/place/Haidilao+Hot+Pot/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760531735710ab:0x70820198573f7077!8m2!3d51.5103135!4d-0.1328395!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaG90X3BvdF9yZXN0YXVyYW50"
L'ulivo Charing Cross,Italian restaurant,££,854 reviews,4.1,,"https://www.google.com/maps/place/L'ulivo+Charing+Cross/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ce9589fd65:0x6de4691d29660a2f!8m2!3d51.508235!4d-0.1239464!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Strada Southbank,Italian restaurant,££,"1,540 reviews",4.1,"A, Royal Festival Hall, 337-338 Belvedere Rd, London SE1 8XX","https://www.google.com/maps/place/Strada+Southbank/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604fadb43dd2d:0x14635b3c9df91424!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604b7e7756df1:0xc48d6cd2b651c257!8m2!3d51.505878!4d-0.1173663!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Boulevard Brasserie,French restaurant,££,654 reviews,4.3,,"https://www.google.com/maps/place/Boulevard+Brasserie/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb07371cbf:0x5051927ac6ad5143!8m2!3d51.5124934!4d-0.1208642!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERZnJlbmNoX3Jlc3RhdXJhbnQ"
Berenjak,Restaurant,££,527 reviews,4.4,"27 Romilly St, London W1D 5AL","https://www.google.com/maps/place/Berenjak/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760533134b669b:0xbc560d9169dcb066!8m2!3d51.5130327!4d-0.1307591!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Sticks'n' Sushi Soho,Sushi restaurant,Not Available,492 reviews,4.6,"40 Beak St, London W1F 9RQ","https://www.google.com/maps/place/Sticks'n'+Sushi+Soho/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760564fabbc2a5:0x919fe9a0cb55d39b!8m2!3d51.5125515!4d-0.1370622!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQc3VzaGlfcmVzdGF1cmFudA"
Eat Tokyo (Soho),Japanese restaurant,££,"3,321 reviews",4.3,"16 Old Compton St, London W1D 4TL","https://www.google.com/maps/place/Eat+Tokyo+(Soho)/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2ed0c6601:0xa3e0d243e40a8107!8m2!3d51.5136993!4d-0.1301915!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETamFwYW5lc2VfcmVzdGF1cmFudA"
Viet Soho,Vietnamese restaurant,£,389 reviews,4.3,"34 Greek St, London W1D 5DJ","https://www.google.com/maps/place/Viet+Soho/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d28e1ed587:0xe25a0dc6f63de72c!8m2!3d51.5129816!4d-0.1302839!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEVdmlldG5hbWVzZV9yZXN0YXVyYW50"
Punjab Restaurant,Indian restaurant,££,"2,380 reviews",4.3,"80 Neal St, London WC2H 9PA","https://www.google.com/maps/place/Punjab+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b32d462063b:0xf4cf9b277316dff4!8m2!3d51.5151053!4d-0.1265203!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERaW5kaWFuX3Jlc3RhdXJhbnQ"
Prezzo Italian Restaurant London Victoria,Restaurant,££,272 reviews,3.8,"Victoria Place Shopping Centre, 115 Buckingham Palace Rd, London SW1W 9SJ","https://www.google.com/maps/place/Prezzo+Italian+Restaurant+London+Victoria/@51.5108489,-0.1453714,12z/data=!3m1!5s0x48760521e6013f4b:0x9f1f2e79eae02680!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760521f22b5571:0x9f40bf5675e6a01f!8m2!3d51.4945246!4d-0.1457465!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Yauatcha Soho,Chinese restaurant,£££,"3,210 reviews",4.3,"15-17 Broadwick St, London W1F 0DL","https://www.google.com/maps/place/Yauatcha+Soho/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d49f0af085:0xb09e9b5b88831204!8m2!3d51.513587!4d-0.1351682!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Cafe Murano St James,Italian restaurant,£££,494 reviews,4.4,"33 St James's St, St. James's, London SW1A 1HD","https://www.google.com/maps/place/Cafe+Murano+St+James/@51.5108489,-0.1453714,12z/data=!3m1!5s0x48761c9b8033b215:0x3db56613580d1f9f!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d63368a67d:0x5ff9295da4e4b98b!8m2!3d51.5072751!4d-0.1396365!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Souk,Halal restaurant,££,"1,086 reviews",3.9,,"https://www.google.com/maps/place/Kanada-Ya/@51.5108489,-0.1453714,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604d18243dcb9:0xa738354eebf5bab3!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSARByYW1lbl9yZXN0YXVyYW50"
Kanada-Ya,Ramen restaurant,££,"1,628 reviews",4.4,"3 Panton St, London SW1Y 4DL","https://www.google.com/maps/place/Bibimbap+Soho/@51.5108489,-0.1453714,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604d2c8e87663:0xdf96c42b6b954d34!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERa29yZWFuX3Jlc3RhdXJhbnQ"
Bibimbap Soho,Korean restaurant,£,"1,719 reviews",4.2,"11 Greek St, London W1D 4DJ","https://www.google.com/maps/place/Bibimbap+Soho/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2c8e87663:0xdf96c42b6b954d34!8m2!3d51.5143872!4d-0.1309863!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERa29yZWFuX3Jlc3RhdXJhbnQ"
Wildwood,Pizza restaurant,££,723 reviews,4.0,,"https://www.google.com/maps/place/Wildwood/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb11e3c84f:0x923a12222a79864!8m2!3d51.5129912!4d-0.1214404!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQcGl6emFfcmVzdGF1cmFudA"
Mediterranean Cafe,Mediterranean restaurant,££,430 reviews,4.3,"18 Berwick St, London W1F 0PX","https://www.google.com/maps/place/Mediterranean+Cafe/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3608cf523:0x167b01326d69e312!8m2!3d51.5136812!4d-0.1348535!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW50"
Mestizo Mexican Restaurant,Mexican restaurant,££,"2,515 reviews",4.3,"103 Hampstead Rd, London NW1 3EL","https://www.google.com/maps/place/Mestizo+Mexican+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b27a577882f:0x2f6367bc67104dfa!8m2!3d51.5276399!4d-0.138783!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESbWV4aWNhbl9yZXN0YXVyYW50"
P.F. Chang's Asian Table - Leicester Square,Asian restaurant,££,"1,964 reviews",3.9,"10 Great Newport St, London WC2H 7JA","https://www.google.com/maps/place/P.F.+Chang's+Asian+Table+-+Leicester+Square/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604cd9ed50149:0x227e2ae3d4bdcdec!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cd98ef948d:0xc96e3cd3e27def7b!8m2!3d51.5119502!4d-0.1278653!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQYXNpYW5fcmVzdGF1cmFudA"
Refuel Bar & Restaurant,Bar,Not Available,213 reviews,4.3,"4 Richmond Mews, London W1D 3DH","https://www.google.com/maps/place/Refuel+Bar+%26+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d341358113:0x58822babdf776783!8m2!3d51.5140444!4d-0.1337472!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEDYmFy"
Bella Italia - Irving Street,Italian restaurant,££,953 reviews,4.1,"10 Irving St, London WC2H 7AT","https://www.google.com/maps/place/Bella+Italia+-+Irving+Street/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdfcea1c99:0x20075fd3df5aca68!8m2!3d51.5099925!4d-0.1285535!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
The 10 Cases,Wine bar,££,710 reviews,4.6,,"https://www.google.com/maps/place/The+10+Cases/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ccb114da1b:0xc889cfb913c5d77f!8m2!3d51.5144738!4d-0.1242846!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEId2luZV9iYXI"
Maxwell's Bar & Grill,Bar & grill,££,"1,294 reviews",4.1,,"https://www.google.com/maps/place/Maxwell's+Bar+%26+Grill/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb7dfa3901:0xe31f6a8dcfde2563!8m2!3d51.5117264!4d-0.1246661!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgENYmFyX2FuZF9ncmlsbA"
Kazan Restaurant,Turkish restaurant,££,818 reviews,4.5,,"https://www.google.com/maps/place/Kazan+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604e01fec5bc9:0x9098aba22acbc519!8m2!3d51.4926711!4d-0.1405933!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESdHVya2lzaF9yZXN0YXVyYW50"
Fatt Pundit,Asian fusion restaurant,Not Available,479 reviews,4.4,"77 Berwick St, London W1F 8TH","https://www.google.com/maps/place/Fatt+Pundit/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605bfc7dd70a3:0x8cffae89825e1055!8m2!3d51.5143645!4d-0.1357301!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEXYXNpYW5fZnVzaW9uX3Jlc3RhdXJhbnQ"
Harry's Bar,Italian restaurant,Not Available,613 reviews,4.1,"30 -34 James St, London W1U 1ER","https://www.google.com/maps/place/Harry's+Bar/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b4b07d5efe7:0x92b1b970cc98cc69!8m2!3d51.5152816!4d-0.1505987!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Bella Italia - The Strand,Italian restaurant,££,"1,357 reviews",4.0,"65 Strand, London WC2N 5LR","https://www.google.com/maps/place/Bella+Italia+-+The+Strand/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604c955a18c5d:0xdc48f9ee1a74c616!8m2!3d51.5097359!4d-0.1228379!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Andy’s Greek Taverna,Greek restaurant,££,"1,677 reviews",4.6,"23 Pratt St., London NW1 0BG","https://www.google.com/maps/place/Andy%E2%80%99s+Greek+Taverna/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b1fc4c32c47:0x9e6a34685177a48!8m2!3d51.5377234!4d-0.1398234!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQZ3JlZWtfcmVzdGF1cmFudA"
Daphne's,Restaurant,£££,628 reviews,4.4,"112 Draycott Ave, London SW3 3AE","https://www.google.com/maps/place/Daphne's/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876056a79b054e7:0xd27361c16b863323!8m2!3d51.4936729!4d-0.167754!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Figo Stratford,Italian restaurant,Not Available,591 reviews,4.4,"17 Endeavour Square, London E20 1JN","https://www.google.com/maps/place/Figo+Stratford/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761d6b4ca8c679:0x27a53ee3b79d91e3!8m2!3d51.5421273!4d-0.0089563!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Thai Tho Soho,Thai restaurant,££,916 reviews,4.1,"42 Rupert St, London W1D 6DP","https://www.google.com/maps/place/Thai+Tho+Soho/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3b09b14eb:0xa49320011bf6f8d7!8m2!3d51.5113938!4d-0.1328342!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEPdGhhaV9yZXN0YXVyYW50"
Sky Garden,Scenic point,Not Available,"41,337 reviews",4.7,,"https://www.google.com/maps/place/Bella+Italia+-+St+Martins+Lane/@51.5108489,-0.1453714,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604cdb03228b9:0x7ac550e3645f2336!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Bella Italia - St Martins Lane,Italian restaurant,££,"1,562 reviews",4.2,"70 St Martin's Ln, London WC2N 4JS","https://www.google.com/maps/place/Bella+Italia+-+Shaftesbury+Avenue/@51.5108489,-0.1453714,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604d254b81681:0x1d9906c5d2f46806!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSARJpdGFsaWFuX3Jlc3RhdXJhbnQ"
Bella Italia - Shaftesbury Avenue,Italian restaurant,££,"1,000 reviews",4.0,"61-63 Shaftesbury Ave, London W1D 6LQ","https://www.google.com/maps/place/Bella+Italia+-+Shaftesbury+Avenue/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d254b81681:0x1d9906c5d2f46806!8m2!3d51.5120787!4d-0.1321088!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSARJpdGFsaWFuX3Jlc3RhdXJhbnQ"
Chipotle Mexican Grill,Mexican restaurant,£,"1,413 reviews",4.2,"92-93 St Martin's Ln, London WC2N 4AP","https://www.google.com/maps/place/Chipotle+Mexican+Grill/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdc653c03d:0xad06c21864063252!8m2!3d51.5107927!4d-0.1271657!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESbWV4aWNhbl9yZXN0YXVyYW50"
Dozo Soho,Sushi restaurant,££,"1,284 reviews",4.2,"32 Old Compton St, London W1D 4TP","https://www.google.com/maps/place/Dozo+Soho/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2ec403d23:0x1794bc37b0ea57ea!8m2!3d51.5133674!4d-0.1310172!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQc3VzaGlfcmVzdGF1cmFudA"
Shapur Indian Restaurant,Indian restaurant,££,260 reviews,3.8,"149 Strand, London WC2R 1JA","https://www.google.com/maps/place/Shapur+Indian+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ca6e3d5b21:0x96ddd7034b7fd997!8m2!3d51.511528!4d-0.1180544!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERaW5kaWFuX3Jlc3RhdXJhbnQ"
Din Tai Fung Covent Garden,Taiwanese restaurant,££,"2,722 reviews",4.0,"5 Henrietta St, London WC2E 8PS","https://www.google.com/maps/place/Din+Tai+Fung+Covent+Garden/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605f3a435ca19:0x8a24b2122cc98b05!8m2!3d51.5112454!4d-0.1231064!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUdGFpd2FuZXNlX3Jlc3RhdXJhbnQ"
Burgeri,Hamburger restaurant,££,"2,258 reviews",4.0,"22 Great Marlborough St, London W1F 7HU","https://www.google.com/maps/place/Burgeri/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d548610009:0x700986b8d34f6d29!8m2!3d51.5142797!4d-0.1396479!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnQ"
Jinjuu Soho,Korean restaurant,£££,"1,120 reviews",4.1,"15 Kingly St, Carnaby, London W1B 5PS","https://www.google.com/maps/place/Jinjuu+Soho/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604d50f1ef8b9:0xf140d606d86b7125!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d50bb8295d:0x7a58f2442fff1b2c!8m2!3d51.5127111!4d-0.139325!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERa29yZWFuX3Jlc3RhdXJhbnQ"
