names,cusine,price,reviews_count,rating,address,url
Kanishka by Atul Kochhar,Modern Indian restaurant,Not Available,466 reviews,4.2,,"https://www.google.com/maps/place/Kanishka+by+Atul+Kochhar/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876053cd2d7fbdd:0xca659f21bdf237e3!8m2!3d51.513178!4d-0.1418309!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbW9kZXJuX2luZGlhbl9yZXN0YXVyYW50"
Mangal 2 Restaurant,Turkish restaurant,££,612 reviews,4.2,"4 Stoke Newington Rd, London N16 8BH","https://www.google.com/maps/place/Mangal+2+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761c8b8863bf4d:0x2c4c0fb5893488a9!8m2!3d51.5507874!4d-0.0749761!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESdHVya2lzaF9yZXN0YXVyYW50"
Lao Café,Laotian restaurant,££,598 reviews,4.2,"60 Chandos Pl, London WC2N 4HG","https://www.google.com/maps/place/Lao+Caf%C3%A9/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc2397fce9:0x3dee3bf535c13885!8m2!3d51.5100976!4d-0.1250677!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESbGFvdGlhbl9yZXN0YXVyYW50"
Amazonico London,Latin American restaurant,Not Available,810 reviews,4.2,,"https://www.google.com/maps/place/Amazonico+London/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876057bf8742e61:0x4984222f24a4718!8m2!3d51.5095799!4d-0.1447093!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZbGF0aW5fYW1lcmljYW5fcmVzdGF1cmFudA"
Lanzhou Lamian Noodle Bar,Chinese noodle restaurant,£,"1,502 reviews",4.2,"33 Cranbourn St, London WC2H 7AD","https://www.google.com/maps/place/Lanzhou+Lamian+Noodle+Bar/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d24c1e7bd3:0x314bae83752ad760!8m2!3d51.511479!4d-0.1277881!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZY2hpbmVzZV9ub29kbGVfcmVzdGF1cmFudA"
Sagar Vegan & Vegetarian Restaurant - Covent Garden,Vegan restaurant,££,"1,172 reviews",4.0,,"https://www.google.com/maps/place/Sagar+Vegan+%26+Vegetarian+Restaurant+-+Covent+Garden/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb01abc181:0xf065fd4aa3344b2f!8m2!3d51.5126118!4d-0.1206721!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQdmVnYW5fcmVzdGF1cmFudA"
Dining Room at Dukes,Restaurant,Not Available,Restaurant,Not Available,"35 St James's St, St. James's, London SW1A 1HD","https://www.google.com/maps/place/Dining+Room+at+Dukes/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d635a4b23b:0xce307827b7814403!8m2!3d51.5073212!4d-0.1396047!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSAQpyZXN0YXVyYW50"
The Rooftop,Cocktail bar,£££,804 reviews,4.2,"7th Floor, 2 Spring Gardens, St. James's, London SW1A 2TS","https://www.google.com/maps/place/The+Rooftop/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d1d3f89145:0xa96baede308b1607!8m2!3d51.5074262!4d-0.1292119!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEMY29ja3RhaWxfYmFy"
Cakes & Bubbles,Dessert restaurant,Not Available,533 reviews,4.4,,"https://www.google.com/maps/place/Cakes+%26+Bubbles/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876059ed679bac3:0xd51988ceb6d377f7!8m2!3d51.5100619!4d-0.1360581!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESZGVzc2VydF9yZXN0YXVyYW50"
TGI Fridays - Leicester Square,American restaurant,££,"3,020 reviews",3.9,"30 Leicester Square, London WC2H 7LA","https://www.google.com/maps/place/Min+Jiang/@51.5108489,-0.1453714,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x48760ff7dfb75ccb:0x13548ea6f78a84cb!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Min Jiang,Chinese restaurant,££££,596 reviews,4.4,"2, 24 Kensington High St, London W8 4PT","https://www.google.com/maps/place/Min+Jiang/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760ff7dfb75ccb:0x13548ea6f78a84cb!8m2!3d51.5027523!4d-0.1878415!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Ermei Sichuan Restaurant,Sichuan restaurant,£££,551 reviews,4.3,"6 Lisle St, London WC2H 7BG","https://www.google.com/maps/place/Ermei+Sichuan+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876059b3ca06785:0x1ba28b3c38eba223!8m2!3d51.5113357!4d-0.1311969!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESc2ljaHVhbl9yZXN0YXVyYW50"
The French House,Pub,££,"1,205 reviews",4.5,"49 Dean St, London W1D 5BG","https://www.google.com/maps/place/The+French+House/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2fbf64805:0x5b6a668d1c712399!8m2!3d51.5127422!4d-0.1317461!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEDcHVi"
Pizza Hut,Pizza restaurant,££,"2,545 reviews",4.0,"56/59 Strand, London WC2N 5LR","https://www.google.com/maps/place/Pizza+Hut/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604c954d610a3:0x628fabff9a6cd214!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604c9660ebeef:0xabd9f0998ee7de4b!8m2!3d51.5094291!4d-0.123425!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQcGl6emFfcmVzdGF1cmFudA"
Aubaine Marylebone,French restaurant,££,367 reviews,4.0,,"https://www.google.com/maps/place/Aubaine+Marylebone/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761ad206af8c9d:0x17de4dd0719e99f1!8m2!3d51.5197708!4d-0.1523051!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERZnJlbmNoX3Jlc3RhdXJhbnQ"
Indian Room,Modern Indian restaurant,££,506 reviews,4.4,"59 Bedford Hill, London SW12 9EZ","https://www.google.com/maps/place/Indian+Room/@51.4434745,-0.2199528,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605cfae8b2a97:0xafd40ffe0c743493!8m2!3d51.4434745!4d-0.149915!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbW9kZXJuX2luZGlhbl9yZXN0YXVyYW50"
The Rajdoot Hampstead,Indian restaurant,££,424 reviews,4.8,"104 Fleet Rd, London NW3 2QX","https://www.google.com/maps/place/The+Rajdoot+Hampstead/@51.5537168,-0.2323024,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b356cbfd709:0x8fe552cf0c910ae8!8m2!3d51.5537168!4d-0.1622646!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSARFpbmRpYW5fcmVzdGF1cmFudA"
The Wine Place Covent Garden,Wine bar,££,260 reviews,4.3,"33, The Market Bldg, Piazza WC2E 8RE","https://www.google.com/maps/place/The+Wine+Place+Covent+Garden/@51.5119864,-0.1924233,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb97ff739b:0x3001b4f1af7e5e5c!8m2!3d51.5119864!4d-0.1223855!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEId2luZV9iYXI"
Jinli,Chinese restaurant,££,417 reviews,3.9,"4 Leicester St, London WC2H 7BL","https://www.google.com/maps/place/Jinli/@51.5119864,-0.1924233,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d24744a5c3:0x6bb8410baf131059!8m2!3d51.5110268!4d-0.1311238!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Pivaz,Restaurant,££,399 reviews,4.3,"34 Chatsworth Rd, Lower Clapton, London E5 0LP","https://www.google.com/maps/place/Pivaz/@51.5119864,-0.1924233,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761d019d071dc7:0xb810a3ea104aa806!8m2!3d51.5525999!4d-0.0441783!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSAQpyZXN0YXVyYW50"
Pies Terraza,Restaurant,Not Available,1 review,5.0,"5 Mill St, London W1S 2AY","https://www.google.com/maps/place/Pies+Terraza/@51.5119864,-0.1924233,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052a8bacdddf:0x96540bff2c797904!8m2!3d51.5126694!4d-0.1422571!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSAQpyZXN0YXVyYW50"
Shake Shack Covent Garden,Hamburger restaurant,££,"3,234 reviews",4.0,"24, Market Building, The Piazza, London WC2E 8RD","https://www.google.com/maps/place/Shake+Shack+Covent+Garden/@51.5119864,-0.1924233,12z/data=!3m1!5s0x487604cb8491eb43:0xde73a0c5aab39775!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b32fb7dce8f:0xde8f5d9ad348994b!8m2!3d51.511818!4d-0.122506!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnQ"
Bluebird,Modern European restaurant,£££,"2,459 reviews",4.2,,"https://www.google.com/maps/place/Bluebird/@51.4849911,-0.2455092,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876056f8c006eb9:0x4fe7d2b4a9efbf0d!8m2!3d51.4849911!4d-0.1754714!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Ô Gourmet Libanais,Lebanese restaurant,Not Available,350 reviews,4.8,"D, Trafalgar House, 38 Juniper Dr, London SW18 1GY","https://www.google.com/maps/place/%C3%94+Gourmet+Libanais/@51.4849911,-0.2455092,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760587cb41d833:0x323365ea6a702f43!8m2!3d51.4633514!4d-0.1847419!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETbGViYW5lc2VfcmVzdGF1cmFudA"
Il Portico,Italian restaurant,££,280 reviews,4.4,"277 Kensington High St, London W8 6NA","https://www.google.com/maps/place/Il+Portico/@51.4849911,-0.2455092,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760ff207b0ec9f:0x9bc52c25bd05a029!8m2!3d51.4985478!4d-0.1999238!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Monkey & Me Thai Cuisine,Thai restaurant,££,490 reviews,4.3,"114-115 Crawford St, London W1H 2JQ","https://www.google.com/maps/place/Monkey+%26+Me+Thai+Cuisine/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761acbfb368dfb:0xd7f49cb34ef0ec7d!8m2!3d51.5197111!4d-0.1593733!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEPdGhhaV9yZXN0YXVyYW50"
Rainforest Cafe,Family restaurant,£££,"4,658 reviews",3.6,"20-24 Shaftesbury Ave, London W1D 7EU","https://www.google.com/maps/place/Rainforest+Cafe/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3c1a457dd:0x424e70f39281484c!8m2!3d51.5108464!4d-0.1336357!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERZmFtaWx5X3Jlc3RhdXJhbnQ"
"The Admiralty, Trafalgar Square",Pub,££,"3,389 reviews",4.3,"66 Trafalgar Sq, St. James's, London WC2N 5DS","https://www.google.com/maps/place/The+Admiralty,+Trafalgar+Square/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ce295814a7:0x5e052ee3469538b8!8m2!3d51.507356!4d-0.1288282!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEDcHVi"
Abd el Wahab,Lebanese restaurant,££,326 reviews,4.3,,"https://www.google.com/maps/place/Abd+el+Wahab/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876053c4439d69f:0x2b3178cae7ddce93!8m2!3d51.4973427!4d-0.1565924!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETbGViYW5lc2VfcmVzdGF1cmFudA"
Five Guys Charing Cross,Hamburger restaurant,££,"4,602 reviews",4.3,"9/11 Villiers St, London WC2N 6NA","https://www.google.com/maps/place/Five+Guys+Charing+Cross/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ceb8c9204d:0x9dcbb85c6fe212f7!8m2!3d51.5085198!4d-0.1243629!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnQ"
Cay Tre Soho,Vietnamese restaurant,££,"1,362 reviews",4.1,,"https://www.google.com/maps/place/Cay+Tre+Soho/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604d2e21ee221:0xcd1f9a4f58ae3c87!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2e29a81ad:0xa8f2b46fe4ab4b1a!8m2!3d51.5132472!4d-0.1320889!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEVdmlldG5hbWVzZV9yZXN0YXVyYW50"
Pizza Hut Restaurants,Pizza restaurant,££,"1,927 reviews",3.8,"19 Leicester Square, London WC2H 7LE","https://www.google.com/maps/place/Pizza+Hut+Restaurants/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604d211e12a2d:0x69e99392999f945!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d20f36e3db:0xfcb5364fa0551624!8m2!3d51.5108265!4d-0.1294537!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQcGl6emFfcmVzdGF1cmFudA"
Bruce Burgers,Restaurant,Not Available,300 reviews,4.6,"93 Bruce Grove, London N17 6UZ","https://www.google.com/maps/place/Bruce+Burgers/@51.5957653,-0.14164,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761c1f6ddf95b3:0x6d821a8a6f42cb16!8m2!3d51.5957653!4d-0.0716022!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSAQpyZXN0YXVyYW50"
Keto Restaurant & Bakery,Restaurant,Not Available,743 reviews,4.8,,"https://www.google.com/maps/place/Keto+Restaurant+%26+Bakery/@51.4893765,-0.2928519,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760f6a5612fec9:0x2de62671555ee3fb!8m2!3d51.4893765!4d-0.2228141!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
The Terrace Bar & Restaurant,Restaurant,Not Available,2 reviews,4.0,"30 Leinster Gardens, London W2 3AN","https://www.google.com/maps/place/The+Terrace+Bar+%26+Restaurant/@51.4893765,-0.2928519,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760554edbd7469:0x397ba426d3eca04a!8m2!3d51.5129641!4d-0.183703!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSAQpyZXN0YXVyYW50"
The River Café,Italian restaurant,££££,"1,217 reviews",4.4,"Thames Wharf, Rainville Rd, London W6 9HA","https://www.google.com/maps/place/The+River+Caf%C3%A9/@51.4893765,-0.2928519,12z/data=!3m1!5s0x48760fb016919e0f:0xd5e99fb9d2f249b1!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760fb010bf16c7:0x26a2eb12ed316c17!8m2!3d51.4839988!4d-0.2242253!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Golden Dragon Chinatown,Chinese restaurant,££,"2,244 reviews",3.8,"28-29 Gerrard St, London W1D 6JW","https://www.google.com/maps/place/Golden+Dragon+Chinatown/@51.4893765,-0.2928519,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d24eee5bb1:0xebd98466fd07c2a6!8m2!3d51.5114322!4d-0.131632!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Five Guys Covent Garden,Hamburger restaurant,££,"6,132 reviews",4.3,"1-3 Long Acre, London WC2E 9LH","https://www.google.com/maps/place/Five+Guys+Covent+Garden/@51.4893765,-0.2928519,12z/data=!3m1!5s0x487604cdae799fb5:0x1c47f4e5f113d5f7!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdaca57875:0x5f9e7429c4cf5acc!8m2!3d51.5118401!4d-0.1267266!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUaGFtYnVyZ2VyX3Jlc3RhdXJhbnQ"
Little Lamb London,Hot pot restaurant,££,315 reviews,3.8,"72 Shaftesbury Ave, London W1D 6NA","https://www.google.com/maps/place/Little+Lamb+London/@51.4893765,-0.2928519,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2530cc473:0xb99716bc76c56f74!8m2!3d51.511875!4d-0.131907!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaG90X3BvdF9yZXN0YXVyYW50"
Taste of Nawab,Indian restaurant,££,564 reviews,4.6,,"https://www.google.com/maps/place/Yum+Sa/@51.5999709,-0.2178464,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x48760f6cda3aca55:0x7291b07593ad55a!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Yum Sa,Restaurant,££,633 reviews,4.6,,"https://www.google.com/maps/place/Yum+Sa/@51.4594733,-0.2802658,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760f6cda3aca55:0x7291b07593ad55a!8m2!3d51.4594954!4d-0.2101865!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Iro Sushi (Fulham),Sushi restaurant,Not Available,156 reviews,4.3,"85 Lillie Rd, London SW6 1UD","https://www.google.com/maps/place/Iro+Sushi+(Fulham)/@51.4594733,-0.2802658,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760f25f50aaa25:0x434d9c6f0756603f!8m2!3d51.4854888!4d-0.2019924!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSARBzdXNoaV9yZXN0YXVyYW50"
Four Seasons,Chinese restaurant,££,787 reviews,3.6,"China Town, 23 Wardour St, London W1D 6PW","https://www.google.com/maps/place/New+Loon+Fung+Restaurant/@51.4594733,-0.2802658,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604d266e9647d:0x63fbb51949eb7d6e!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Far East Restaurant,Chinese restaurant,Not Available,154 reviews,3.4,"13 Gerrard St, London W1D 5PS","https://www.google.com/maps/place/Far+East+Restaurant/@51.5119233,-0.1660461,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d24c1e7bd3:0x7e35e0474d8346db!8m2!3d51.5119233!4d-0.1310272!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSARJjaGluZXNlX3Jlc3RhdXJhbnQ"
Bayleaf Restaurant,Indian restaurant,££,286 reviews,4.5,"1282-1284 High Rd, London N20 9HH","https://www.google.com/maps/place/Bayleaf+Restaurant/@51.6305058,-0.2097243,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487619c562bcd505:0x39e30516fa41041f!8m2!3d51.6304956!4d-0.1747599!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSARFpbmRpYW5fcmVzdGF1cmFudA"
Caffè Concerto Piccadilly,Italian restaurant,££,"1,116 reviews",3.4,"29-31 Piccadilly, London W1J 0LF","https://www.google.com/maps/place/Joy+Luck+Restaurant/@51.5092568,-0.1718497,13z/data=!3m1!5s0x487604d69f731b91:0xce5791168088f041!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604d26339aaab:0x2470c0e2885146f4!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Joy Luck Restaurant,Chinese restaurant,Not Available,210 reviews,3.7,"47 Gerrard St, London W1D 5QJ","https://www.google.com/maps/place/Joy+Luck+Restaurant/@51.5092568,-0.1718497,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d26339aaab:0x2470c0e2885146f4!8m2!3d51.5121138!4d-0.1299522!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Plum Valley | 梅花村 | Soho Heated Outdoor Seatings | All Day Dimsum | Morden Chinese Dining | KTV,Chinese restaurant,££,"1,181 reviews",3.8,,"https://www.google.com/maps/place/Plum+Valley+%7C+%E6%A2%85%E8%8A%B1%E6%9D%91+%7C+Soho+Heated+Outdoor+Seatings+%7C+All+Day+Dimsum+%7C+Morden+Chinese+Dining+%7C+KTV/@51.5092568,-0.1718497,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d25279e7fd:0xb1465b905599326f!8m2!3d51.5116448!4d-0.1318303!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
Hong Kong Buffet,Chinese restaurant,££,743 reviews,3.3,"14 Lisle St, London WC2H 7BE","https://www.google.com/maps/place/Hong+Kong+Buffet/@51.5092568,-0.1718497,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d242c244bb:0x486ece69a23d0d9a!8m2!3d51.5114856!4d-0.1307727!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESY2hpbmVzZV9yZXN0YXVyYW50"
