,Unnamed: 0,website_id,full_name,cuisine,price_range,reviews,rating,location,url,rest_id
67,67,1183,Blanchette,French,2,44.0,4.7,Soho,https://www.opentable.co.uk/r/blanchette-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2563
68,68,1378,Al Duca,Italian,3,1210.0,4.5,Piccadilly,https://www.opentable.co.uk/al-duca?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2496
69,69,1375,Bosporus,Middle Eastern,3,313.0,3.9,Leicester Square,https://www.opentable.co.uk/r/bosporus-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2607
70,70,1370,Bistro 1 Soho,Middle Eastern,2,42.0,4.4,Soho,https://www.opentable.co.uk/r/bistro-1-soho-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2452
71,71,1212,Poppies Soho,Seafood,2,19.0,4.3,Soho,https://www.opentable.co.uk/r/poppies-soho-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2297
72,72,1357,Aline Lebanese Kitchen,Middle Eastern,2,167.0,4.6,Oxford Circus,https://www.opentable.co.uk/r/aline-lebanese-kitchen-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2552
73,73,1367,Little Italy,Italian,4,31.0,4.1,Soho,https://www.opentable.co.uk/r/little-italy-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2453
75,75,1287,Afternoon Tea At Caffe Concerto - 29/31 Piccadilly,Italian,2,113.0,3.6,Piccadilly,https://www.opentable.co.uk/r/afternoon-tea-at-caffe-concerto-29-31-piccadilly-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2291
76,76,1273,Pho & Bun,Asian,2,136.0,4.2,Piccadilly,https://www.opentable.co.uk/r/pho-and-bun-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2353
77,77,1395,Spaghetti House Argyll Street,Italian,2,48.0,4.3,Oxford Circus,https://www.opentable.co.uk/spaghetti-house-argyll-street?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2556
78,78,1166,Heliot Steak House,Steak,3,3017.0,4.6,Leicester Square,https://www.opentable.co.uk/r/heliot-steak-house-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2371
79,79,1249,Afternoon Tea At Caffe Concerto - Shaftsbury Av,Italian,2,72.0,3.6,Piccadilly,https://www.opentable.co.uk/r/afternoon-tea-at-caffe-concerto-shaftsbury-av-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2448
80,80,1204,The Stage At The Londoner,Modern European,4,12.0,4.3,Soho,https://www.opentable.co.uk/r/the-stage-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2498
81,81,1396,Afternoon Tea At Caffe Concerto - Regent Street,Italian,2,36.0,3.1,Piccadilly,https://www.opentable.co.uk/r/afternoon-tea-at-caffe-concerto-regent-street-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2462
82,82,1206,Soho Wala,Indian,2,95.0,3.1,Soho,https://www.opentable.co.uk/r/soho-wala-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2342
83,83,1149,Afternoon Tea At Caffe Concerto - 45 Haymarket,Italian,2,29.0,3.8,Piccadilly,https://www.opentable.co.uk/r/afternoon-tea-at-caffe-concerto-45-haymarket-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2236
84,84,1183,Amici Lounge Bar & Restaurant,Middle Eastern,3,2.0,,Soho,,2511
85,85,1396,Maison Francois,French,4,8.0,4.3,St. James's,https://www.opentable.co.uk/r/maison-francois-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2469
86,86,1357,Mayfair Lounge And Grill,British,3,600.0,,Piccadilly,https://www.opentable.co.uk/r/mayfair-lounge-and-grill-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2563
87,87,1282,Slug & Lettuce - Hanover Street,British,2,14.0,3.8,Soho,https://www.opentable.co.uk/r/slug-and-lettuce-hanover-street-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2561
88,88,1313,Lords,American,2,3.0,4.0,Soho,https://www.opentable.co.uk/r/lords-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2379
89,89,1258,Slug & Lettuce - Leicester Square,International,2,5.0,,Leicester Square,https://www.opentable.co.uk/r/slug-and-lettuce-leicester-square-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2407
90,90,1233,St James Tavern Piccadilly,British,2,1.0,5.0,Piccadilly,https://www.opentable.co.uk/r/st-james-tavern-piccadilly-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2448
92,92,1420,Temper Covent Garden,Steak,3,1233.0,4.3,Covent Garden,,2357
93,93,1203,Hakkasan Mayfair,Chinese,4,7527.0,4.4,Mayfair,https://www.opentable.co.uk/hakkasan-mayfair?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2440
94,94,1497,Foley'S Restaurant,Asian,3,284.0,4.6,Fitzrovia,,2482
95,95,1318,The Cork & Bottle - Leicester Square,Modern European,2,1003.0,4.8,Leicester Square,,2320
96,96,1279,Hawksmoor Seven Dials,Steak,2,10113.0,4.7,Covent Garden,https://www.opentable.co.uk/hawksmoor-seven-dials?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2331
97,97,1447,Sexy Fish London,Japanese,4,2069.0,4.5,Mayfair,https://www.opentable.co.uk/r/sexy-fish-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2524
98,98,1312,Charlie'S,British,4,160.0,4.6,Mayfair,https://www.opentable.co.uk/r/charlies-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2273
99,99,1486,J Sheekey - The Restaurant,Seafood,4,1210.0,4.6,Covent Garden,https://www.opentable.co.uk/j-sheekey-the-restaurant?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2603
200,200,1462,Seasons Mayfair,Seafood,4,41.0,4.3,Mayfair,https://www.opentable.co.uk/r/seasons-mayfair-london?avt=eyJ2IjoyLCJtIjoxLCJwIjoxLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2433
201,201,1491,Shack-Fuyu,Japanese,3,1602.0,4.6,Soho,https://www.opentable.co.uk/r/shackfuyu-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2258
202,202,1483,Bricco E Bacco,Italian,4,70.0,4.5,Fitzrovia,https://www.opentable.co.uk/r/bricco-e-bacco-london?avt=eyJ2IjoyLCJtIjoxLCJwIjoxLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2234
203,203,1455,La Rampa,Latin American,3,178.0,4.5,Oxford Circus,https://www.opentable.co.uk/r/la-rampa-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2572
204,204,1158,Mr White'S Leicester Square,International,2,155.0,4.0,Charing Cross,https://www.opentable.co.uk/r/mr-whites-leicester-square-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2393
205,205,1391,Mnky Hse,Latin American,4,531.0,4.4,Mayfair,https://www.opentable.co.uk/r/mnky-hse-lonon?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2257
206,206,1426,Aubaine Mayfair,French,3,806.0,4.0,Green Park,https://www.opentable.co.uk/r/aubaine-mayfair-london?avt=eyJ2IjoyLCJtIjoxLCJwIjoxLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2470
207,207,1488,Steak & Co Leicester Square,Steak,3,1034.0,4.6,Charing Cross,https://www.opentable.co.uk/r/steak-and-co-leicester-square-charing-cross?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2464
208,208,1163,Bill'S Restaurant & Bar - Covent Garden,British,2,1537.0,4.2,Covent Garden,https://www.opentable.co.uk/r/bills-restaurant-and-bar-covent-garden-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2284
209,209,1364,Palm Court Brasserie,French,2,13338.0,4.5,Covent Garden,https://www.opentable.co.uk/r/palm-court-brasserie-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2369
210,210,1273,The Ivy,Modern European,4,1559.0,4.6,Covent Garden,https://www.opentable.co.uk/r/the-ivy-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2551
211,211,1276,Kintan Oxford Circus,Japanese,2,1336.0,4.5,Oxford Circus,https://www.opentable.co.uk/r/kintan-oxford-circus-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2356
212,212,1241,Brumus - Haymarket,British,2,2581.0,4.6,Piccadilly,https://www.opentable.co.uk/r/brumus-haymarket-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2301
213,213,1247,Maxwell'S,American,2,3360.0,4.3,Covent Garden,https://www.opentable.co.uk/r/maxwells-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2499
215,215,1467,Le Garrick - Covent Garden,French,2,3093.0,4.6,Covent Garden,https://www.opentable.co.uk/le-garrick-covent-garden?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2336
216,216,1203,Tamarind,Indian,4,2857.0,4.8,Mayfair,https://www.opentable.co.uk/r/tamarind-of-mayfair-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2490
217,217,1447,Cinnamon Bazaar,Indian,2,2119.0,4.4,Covent Garden,https://www.opentable.co.uk/r/cinnamon-bazaar-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2517
218,218,1403,Flesh & Buns Covent Garden,Japanese,3,3132.0,4.5,Covent Garden,https://www.opentable.co.uk/flesh-and-buns?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2482
220,220,1286,Tandoor Chop House At Covent Garden,Indian,2,1213.0,4.6,Covent Garden,https://www.opentable.co.uk/r/tandoor-chop-house-at-covent-garden-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2501
221,221,1428,The Wolseley,Modern European,3,3713.0,4.7,St. James's,https://www.opentable.co.uk/the-wolseley?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2544
222,222,1393,Scott'S Restaurant,Seafood,4,1145.0,4.8,Mayfair,https://www.opentable.co.uk/r/scotts-restaurant-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2291
223,223,1497,Isabel Mayfair,Others,4,326.0,4.6,Mayfair,https://www.opentable.co.uk/r/isabel-mayfair-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2276
224,224,1458,Il Cucciolo,Italian,3,676.0,4.6,Piccadilly,https://www.opentable.co.uk/r/il-cucciolo-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2398
225,225,1261,P.F. Chang'S Asian Table,Chinese,3,3509.0,3.9,Leicester Square,https://www.opentable.co.uk/r/pf-changs-asian-table-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2404
226,226,1236,Steak & Co Garrick Street Covent Garden,Steak,3,678.0,4.6,Covent Garden,https://www.opentable.co.uk/r/steak-and-co-garrick-street-covent-garden-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2222
227,227,1253,Flesh & Buns Oxford Circus,Japanese,3,1039.0,4.5,Oxford Circus,https://www.opentable.co.uk/r/flesh-and-buns-fitzrovia-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2251
228,228,1497,Blacklock Covent Garden,Steak,2,127.0,4.7,Aldwych,https://www.opentable.co.uk/r/blacklock-covent-garden-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2348
229,229,1504,The Riding House Cafe,Modern European,3,3877.0,4.4,Fitzrovia,https://www.opentable.co.uk/the-riding-house-cafe?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2533
230,230,1450,Smith & Wollensky London,Steak,3,2634.0,4.6,Covent Garden,https://www.opentable.co.uk/r/smith-and-wollensky-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2512
231,231,1208,Inamo - Covent Garden,Asian,3,4277.0,3.5,Covent Garden,https://www.opentable.co.uk/r/inamo-covent-garden-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2476
232,232,1207,Ginza St. James'S,Japanese,4,117.0,4.1,Piccadilly,https://www.opentable.co.uk/r/ginza-st-jamess-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2388
233,233,1311,Rossopomodoro - Covent Garden,Italian,2,939.0,4.4,Covent Garden,https://www.opentable.co.uk/r/rossopomodoro-covent-garden-london?avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&amp;corrid=65f367e0-2e6d-49fb-88cd-9d4d8cbf5948,2529
